Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
8.99, -78.97, 2394, -15038, -1710 , -4915, 803, -4194
9.85, -79.02, 2548, -14632, -1278 , -5577, 1268, -4364
10.38, -78.99, 2680, -14600, -976 , -6275, 1992, -4407
9.64, -79.69, 2536, -14908, -992 , -6715, 3009, -4366
8.24, -80.94, 2206, -15210, -1034 , -6992, 3754, -4298
7.05, -81.51, 1920, -15484, -1306 , -7108, 4348, -4208
5.96, -81.29, 1656, -15770, -1774 , -7081, 4772, -4099
4.88, -80.96, 1384, -16066, -2164 , -6934, 4900, -3919
7.13, -78.79, 2080, -16442, -2522 , -6734, 5106, -3683
9.10, -76.56, 2674, -16454, -2900 , -6483, 5678, -3533
7.79, -77.58, 2328, -16788, -2888 , -6193, 6007, -3440
5.54, -78.00, 1666, -16878, -3192 , -5889, 6170, -3346
4.70, -78.46, 1418, -16974, -3176 , -5553, 6283, -3205
2.50, -78.97, 752, -16914, -3224 , -5215, 6298, -3041
1.62, -79.75, 480, -16748, -3004 , -5007, 6425, -2860
0.31, -79.97, 90, -16582, -2944 , -4852, 6608, -2699
-0.17, -79.97, -50, -16372, -2908 , -4676, 6842, -2596
0.01, -80.07, 4, -16288, -2864 , -4506, 7018, -2505
-1.91, -79.62, -550, -16224, -2932 , -4295, 6820, -2466
-0.46, -79.35, -132, -16060, -3028 , -4075, 6503, -2452
0.47, -78.83, 134, -15906, -3150 , -3921, 6169, -2465
-0.15, -78.45, -42, -15650, -3210 , -3831, 5842, -2516
-1.02, -78.54, -282, -15542, -3150 , -3831, 5520, -2671
-1.52, -78.50, -420, -15482, -3132 , -3921, 5233, -2830
-1.16, -77.64, -316, -15306, -3350 , -3940, 4852, -2875
-2.69, -77.65, -746, -15538, -3330 , -3942, 4656, -3078
-2.02, -78.53, -560, -15598, -3126 , -4046, 4550, -3180
-2.26, -78.48, -638, -15864, -3180 , -4085, 4442, -3267
-1.62, -78.43, -464, -16052, -3266 , -4099, 4359, -3339
-1.67, -78.58, -488, -16400, -3290 , -3954, 4158, -3376
-2.07, -79.46, -612, -16636, -3048 , -3829, 3865, -3422
-1.26, -80.27, -372, -16642, -2842 , -3690, 3564, -3515
0.48, -80.71, 136, -16168, -2652 , -3535, 2924, -3342
-1.72, -85.49, -500, -16640, -1228 , -3757, 3178, -3806
1.58, -80.29, 462, -16474, -2794 , -3844, 2841, -3563
-1.78, -80.46, -516, -16408, -2720 , -3340, 2925, -3975
2.80, -85.31, 770, -15712, -1050 , -3566, 3326, -4147
2.92, -85.65, 808, -15822, -908 , -3992, 3383, -4196
1.97, -85.19, 552, -16034, -1244 , -4497, 3422, -4348
3.46, -82.20, 964, -15812, -1954 , -4834, 3176, -4262
1.92, -81.84, 538, -15884, -2224 , -4902, 3029, -4317
2.76, -79.49, 796, -16236, -2916 , -4917, 2868, -4413
3.64, -76.97, 1066, -16370, -3648 , -4522, 2654, -4398
1.39, -76.72, 410, -16458, -3876 , -4044, 2405, -4371
2.06, -78.38, 600, -16364, -3324 , -3579, 2145, -4306
3.19, -79.73, 922, -16290, -2816 , -3461, 2282, -4173
2.10, -80.55, 602, -16230, -2646 , -3442, 2356, -4075
1.76, -80.95, 508, -16322, -2562 , -3420, 2595, -3990
1.08, -80.83, 316, -16568, -2668 , -3314, 3022, -3903
0.29, -81.07, 86, -16664, -2628 , -3115, 3333, -3805
-0.20, -81.56, -58, -16792, -2502 , -2880, 3582, -3740
