Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.53,-82.81,-146,-15624,-1978,-86,-5663,1931
0.83,-82.11,234,-15912,-2204,-193,-5059,1914
0.98,-83.64,276,-16016,-1776,-363,-4387,1923
-0.43,-84.52,-122,-16142,-1556,-594,-3882,1961
-3.04,-81.58,-870,-16232,-2254,-738,-3278,1978
-6.68,-79.05,-1942,-16402,-2526,-720,-2904,1909
-11.04,-75.88,-3286,-16646,-2614,-595,-2907,1715
-15.45,-72.23,-4722,-16880,-2666,-431,-3056,1309
-18.77,-69.89,-5858,-17100,-2244,-426,-3230,884
-20.42,-68.67,-6498,-17350,-1956,-532,-3339,452
-20.25,-68.72,-6476,-17436,-2082,-637,-3532,117
-18.85,-69.27,-6016,-17422,-2726,-633,-3731,27
-16.97,-69.64,-5422,-17424,-3544,-410,-3653,120
-15.1,-72.47,-4718,-17280,-2768,-111,-3675,330
-14.5,-73.4,-4422,-16932,-2462,29,-3644,520
-14.53,-72.02,-4398,-16684,-3176,203,-3365,649
-13.99,-72.23,-4178,-16464,-3240,475,-3051,751
-13.84,-73.87,-4110,-16516,-2454,630,-2928,874
-13.69,-74.84,-4120,-16810,-1972,764,-2925,989
-14.09,-74.49,-4412,-17466,-2040,1005,-2858,1116
-14.09,-75.12,-4614,-18326,-1598,1236,-2877,1213
-13.12,-76.19,-4414,-18886,-1478,1370,-2767,1349
-11.96,-77.57,-4112,-19388,-1214,1401,-2510,1573
-11.23,-78.28,-3892,-19572,-1204,1518,-2260,1852
-11.74,-77.66,-4080,-19594,-1356,1737,-2272,2231
-12.26,-77.72,-4236,-19496,-422,1951,-2393,2630
-13.04,-77.0,-4492,-19408,186,2016,-2560,3143
-12.85,-77.1,-4456,-19530,526,1970,-2543,3639
-13.03,-76.82,-4542,-19616,774,1903,-2638,4142
-13.23,-76.75,-4634,-19712,444,1908,-2898,4752
-13.12,-76.92,-4608,-19778,154,2180,-3238,5328
-11.62,-78.37,-4030,-19600,398,2518,-3429,6084
-9.62,-80.34,-3260,-19234,438,2873,-3474,6796
-7.67,-82.15,-2568,-19080,634,3094,-3299,7597
-6.27,-83.34,-2098,-19096,796,3258,-3207,8492
-6.35,-83.08,-2160,-19392,974,3401,-3346,9134
-7.59,-81.79,-2602,-19516,1112,3439,-3517,9658
-10.06,-79.43,-3486,-19620,1170,3367,-3711,10205
-11.86,-77.72,-4164,-19804,1170,3204,-3607,10492
-15.61,-74.14,-5478,-19588,1060,2986,-3754,10481
-17.66,-72.33,-6068,-19066,482,2953,-3997,10155
