Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
6.21, -83.60, 1842, -16938, -510 , -3847, -7428, 2256
-5.56, -80.15, -1678, -17082, -2462 , -2245, -5938, 2492
-15.96, -72.30, -4760, -16494, -2272 , -1244, -3112, 2582
-24.12, -65.92, -7060, -15776, 82 , -1692, -1554, 2487
-24.65, -65.20, -7408, -16130, 918 , -3792, -3854, 2101
-19.10, -70.95, -6306, -18220, 0 , -5467, -10346, 1235
-11.06, -78.96, -4038, -20666, -288 , -6206, -14777, -340
-7.41, -79.90, -2952, -22556, 2748 , -6453, -17508, -1777
-2.23, -76.81, -920, -23042, 5340 , -6484, -17195, -2910
4.29, -80.25, 1728, -22786, 3532 , -5578, -13866, -3465
4.10, -85.53, 1598, -22302, -738 , -3808, -11114, -3453
4.13, -81.70, 1542, -21206, -2702 , -1815, -10506, -3009
1.26, -84.09, 414, -18710, -1908 , -910, -10973, -2369
-6.65, -81.89, -1888, -16152, -1336 , -1482, -11846, -2250
-15.61, -74.23, -3920, -14022, -624 , -2528, -12449, -2534
-20.78, -68.95, -4804, -12638, -820 , -3500, -13466, -2712
-19.97, -70.03, -4636, -12762, -302 , -3882, -13686, -2487
-17.01, -73.04, -4180, -13674, 74 , -4336, -13353, -1954
-15.02, -74.95, -3966, -14784, 396 , -4686, -12739, -1338
-14.33, -75.72, -3998, -15664, 72 , -4917, -12478, -735
-15.70, -73.94, -4520, -16058, -1018 , -4804, -12790, -445
-18.33, -70.66, -5290, -15878, -1792 , -4448, -13037, -378
-20.66, -69.00, -5816, -15396, -1106 , -4396, -12973, -436
-21.51, -68.48, -5964, -15136, -404 , -4527, -12881, -589
-21.69, -68.35, -5962, -15000, -162 , -4444, -12873, -721
-20.59, -69.45, -5680, -15130, -168 , -4180, -12730, -812
-17.47, -72.45, -4878, -15498, 586 , -3889, -12515, -804
-15.42, -74.42, -4352, -15766, 702 , -3714, -12586, -699
-15.27, -74.66, -4352, -15940, -518 , -3482, -12825, -573
-16.83, -72.29, -4898, -16120, -1620 , -2958, -12644, -560
-18.79, -70.89, -5490, -16106, -1066 , -2793, -12422, -571
