Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-7.46, -82.20, -2172, -16580, -702 , 7240, 19657, -1673
-4.48, -85.23, -1310, -16704, -510 , 7216, 19580, -1410
-2.17, -87.31, -634, -16764, -488 , 7341, 19488, -1303
-0.51, -89.22, -148, -16796, -190 , 7434, 19481, -1297
-0.45, -89.00, -132, -16712, 274 , 7383, 19477, -1468
-1.55, -87.28, -452, -16650, 666 , 7161, 19499, -1701
-2.80, -86.09, -806, -16464, 802 , 6989, 19534, -1984
-4.12, -84.67, -1190, -16498, 998 , 6861, 19461, -2371
-4.57, -84.29, -1324, -16528, 1008 , 6815, 19287, -2715
-4.92, -83.86, -1426, -16548, 1086 , 6811, 18985, -3088
-4.83, -83.91, -1400, -16544, 1096 , 6805, 18786, -3513
-5.30, -83.47, -1526, -16418, 1116 , 6821, 18708, -3869
-6.11, -83.17, -1748, -16322, 902 , 6853, 18799, -4250
-6.78, -82.84, -1928, -16200, 688 , 6873, 18996, -4495
-6.46, -83.23, -1822, -16076, 604 , 6921, 19321, -4725
-5.82, -83.82, -1616, -15840, 606 , 6961, 19628, -4850
-5.42, -83.59, -1488, -15658, 960 , 7032, 19981, -4874
-5.72, -82.39, -1564, -15570, 1388 , 7042, 20432, -4861
-6.94, -80.92, -1878, -15362, 1600 , 7009, 20851, -4841
-8.06, -79.46, -2146, -15058, 1818 , 6975, 21440, -4823
-10.35, -77.85, -2744, -14934, 1698 , 6934, 21846, -4764
-11.98, -76.32, -3166, -14824, 1752 , 6871, 22099, -4758
-14.01, -74.52, -3738, -14888, 1764 , 6827, 22150, -4762
-15.25, -73.30, -4076, -14848, 1826 , 6670, 21970, -4767
-16.40, -71.95, -4396, -14812, 2016 , 6408, 21666, -4766
-16.35, -71.68, -4348, -14668, 2190 , 5991, 21362, -4754
-15.11, -71.77, -3992, -14554, 2674 , 5435, 21050, -4716
-12.77, -73.42, -3304, -14336, 2718 , 4581, 20786, -4644
-10.30, -76.16, -2610, -14172, 2336 , 3745, 20501, -4587
-6.57, -80.83, -1618, -13960, 1582 , 2852, 20437, -4564
-4.97, -83.30, -1206, -13838, 1104 , 1784, 20385, -4647
-4.76, -84.88, -1154, -13846, 484 , 827, 19962, -4818
